Price,Close,High,Low,Open,Volume
2025-01-14,42518.28125,42544.5703125,42157.03125,42366.421875,454650000
2025-01-15,43221.55078125,43323.48828125,42927.76171875,42927.76171875,479110000
2025-01-16,43153.12890625,43294.80859375,43081.75,43290.25,504270000
2025-01-17,43487.828125,43653.25,43312.55078125,43312.55078125,554870000
2025-01-21,44025.80859375,44050.12890625,43528.6484375,43528.6484375,592210000
2025-01-22,44156.73046875,44208.33984375,44042.109375,44178.05859375,588430000
2025-01-23,44565.0703125,44565.26171875,44113.55078125,44113.55078125,444180000
2025-01-24,44424.25,44545.51953125,44332.21875,44533.75,532230000
2025-01-27,44713.578125,44727.8515625,44026.26953125,44148.83984375,1230150000
2025-01-28,44850.3515625,44976.3515625,44621.9609375,44756.359375,915110000
2025-01-29,44713.51953125,44962.578125,44579.1015625,44819.55078125,695190000
2025-01-30,44882.12890625,45008.75,44548.69140625,44548.69140625,714080000
2025-01-31,44544.66015625,45054.359375,44507.21875,45054.359375,768530000
2025-02-03,44421.91015625,44594.5390625,43879.05859375,44268.1484375,712890000
2025-02-04,44556.0390625,44597.7109375,44328.51953125,44469.4609375,561360000
2025-02-05,44873.28125,44886.87890625,44352.98828125,44563.62890625,552040000
2025-02-06,44747.62890625,44966.62890625,44545.26953125,44949.19140625,542250000
2025-02-07,44303.3984375,44857.109375,44279.78125,44762.5703125,552510000
2025-02-10,44470.41015625,44622.19140625,44301.421875,44396.921875,494600000
2025-02-11,44593.6484375,44640.6015625,44319.51171875,44401.37890625,453440000
2025-02-12,44368.55859375,44467.2109375,44104.48046875,44357.69921875,444470000
2025-02-13,44711.4296875,44768.26171875,44366.62109375,44425.94140625,513960000
2025-02-14,44546.078125,44769.05078125,44498.9609375,44720.98828125,474570000
2025-02-18,44556.33984375,44602.01953125,44319.3203125,44583.91015625,551790000
2025-02-19,44627.58984375,44636.19140625,44312.6484375,44478.12109375,438880000
2025-02-20,44176.6484375,44561.109375,43950.16015625,44561.109375,448500000
2025-02-21,43428.01953125,43959.73046875,43349.328125,43820.12890625,622550000
2025-02-24,43461.2109375,43699.1484375,43343.671875,43493.12109375,615500000
2025-02-25,43621.16015625,43767.73828125,43282.98046875,43509.73828125,641310000
2025-02-26,43433.12109375,43866.5,43318.9296875,43635.421875,590270000
2025-02-27,43239.5,43884.19140625,43224.53125,43516.44140625,739620000
2025-02-28,43840.91015625,43873.55078125,43100.87109375,43259.83984375,782170000
